"Year","mm","region","FCI","age_bottom","temp_bottom","nh4_bottom","CHLA","sal_strat","hypoxia_area","nsamples","region2","oxygen_bottom","salinity_.bottom","Period","depth"
1979,11,"NH",79.82023501,127.0105,15.0643,0.0235,15.4903,0.2725,0,1,"basin",8.9324,23.3428,"1979-83","NS"
1979,11,"SH",55.558027435,90.3783,14.4317,0.0535,90.4561,0.0514,0,2,"basin",9.748,18.9463,"1979-83","NS"
1979,11,"WP",78.94448686,88.8873,16.0328,0.0312,14.1503,0.6122,10.0417,1,"basin",7.6655,34.547,"1979-83","NS"
1979,12,"LM",46.25536248,84.6619,20.0714,0.0317,68.1336,1.6538,0.9261,1,"river",7.1249,21.0754,"1979-83","NS"
1979,12,"NH",45.45454545,146.8271,17.3895,0.016,49.2994,0.449,0.4803,1,"basin",8.2298,23.5499,"1979-83","NS"
1979,12,"SH",55.921810745,138.8575,17.2015,0.1178,203.2787,0.1898,0,2,"basin",8.8894,14.7517,"1979-83","NS"
1979,12,"SR",56.8216867266667,106.136766666667,20.0121,0.001,62.2445333333333,0.170833333333333,0,3,"river",7.53233333333333,25.1673666666667,"1979-83","NS"
1979,12,"WP",72.524588935,96.859,18.6223,0.0494,40.1814,0.9248,17.2254,2,"basin",6.6621,30.9887,"1979-83","NS"
1980,2,"LM",51.8537495766667,119.3431,24.0136666666667,0.0340666666666667,28.2576333333333,1.4898,2.44763333333333,3,"river",6.9812,37.1248666666667,"1979-83","NS"
1980,2,"NH",85.17064423,206.4043,21.8631,0.0704,2.2508,0.926,5.8965,1,"basin",6.6282,40.5267,"1979-83","NS"
1980,2,"SH",53.084597225,217.0421,23.6482,0.3132,35.1476,0.8338,5.1322,2,"basin",6.0139,40.062,"1979-83","NS"
1980,2,"SR",62.57946433,131.1771,22.1309,0.0504,24.7027,0.0029,0.9397,2,"river",6.5476,44.2463,"1979-83","NS"
1980,2,"WP",68.06876855,129.4415,22.3711,0.0731,7.1109,0.0529,24.8605,2,"basin",5.8749,42.921,"1979-83","NS"
1980,3,"LM",64.81773205,124.5884,19.60575,0.10135,79.06385,3.13275,10.351,2,"river",5.99095,42.04605,"1979-83","NS"
1980,3,"SR",61.53652861,129.80405,19.3507,0.03035,43.1222,0.07125,0.8551,2,"river",6.97445,46.70505,"1979-83","NS"
1980,3,"WP",81.30065493,129.9612,19.6851,0.07265,17.83005,0.2523,29.3935,2,"basin",5.2763,47.15765,"1979-83","NS"
1980,4,"NH",77.59077001,264.064,21.5401,0.0241,13.2684,0.0046,6.6228,1,"basin",5.6795,47.7839,"1979-83","NS"
1980,4,"SH",59.90842289,287.0706,22.2281,0.0453,25.3277,0.7042,4.2099,2,"basin",5.6331,41.2104,"1979-83","NS"
1980,5,"LM",66.834195245,111.18375,15.65555,0.075,48.2429,2.26655,3.98815,2,"river",6.57115,36.8908,"1979-83","NS"
1980,5,"NH",78.53341791,276.4311,14.8122,0.0186,6.3187,0.0771,3.0174,1,"basin",6.4223,47.5972,"1979-83","NS"
1980,5,"SH",61.488966255,296.9122,14.8935,0.0177,3.1707,3.0982,0.3892,2,"basin",6.5577,42.2459,"1979-83","NS"
1980,5,"SR",64.34242588,147.8002,13.8822,0.0464,17.1064,0.4851,0,3,"river",7.2993,47.0861,"1979-83","NS"
1980,5,"WP",66.1318746716667,132.791,14.9443166666667,0.0490166666666667,15.6181666666667,0.0928833333333333,23.1565833333333,6,"basin",6.11228333333333,43.8098166666667,"1979-83","NS"
1980,6,"LM",70.066835305,38.4936,12.6685,0.0504,2.5317,10.5751,0,2,"river",7.2479,23.43745,"1979-83","NS"
1980,6,"NH",73.93287962,71.687,11.7006,0.0135,3.9125,1.3172,0,1,"basin",8.2872,35.263,"1979-83","NS"
1980,6,"SH",65.185950415,46.7336,12.0574,0.0679,1.8569,5.4911,1.8994,2,"basin",9.1349,21.6319,"1979-83","NS"
1980,6,"SR",56.226623475,53.73665,12.56875,0.01435,8.2134,3.61365,0,2,"river",8.1194,24.5104,"1979-83","NS"
1980,6,"WP",79.453141385,58.0511,12.7829,0.0284,6.1648,1.1189,0,4,"basin",8.2142,34.7483,"1979-83","NS"
1980,7,"SR",54.47949839,13.0422,13.8656,0.1305,1.2858,0.7437,0,2,"river",8.8491,1.6361,"1979-83","NS"
1980,7,"WP",70.52726573,51.2885,13.4086,0.3305,3.8561,2.728,2.0556,2,"basin",8.7764,21.151,"1979-83","NS"
1980,8,"LM",46.55152321,7.4758,11.6032,0.0756,2.4894,0.0032,0,2,"river",10.1321,3.3215,"1979-83","NS"
1980,8,"NH",73.08536998,67.5251,13.7379,0.029,4.1407,2.2717,0.1098,1,"basin",8.3539,19.3607,"1979-83","NS"
1980,8,"SH",76.696127945,39.5258,13.9202,0.1259,2.5938,4.9882,18.432,2,"basin",4.8765,10.6974,"1979-83","NS"
1980,8,"SR",54.69350203,10.6644,11.1676,0.1806,1.6066,0.0759,0,1,"river",10.2289,0.8642,"1979-83","NS"
1980,8,"WP",69.665648415,51.6427,11.2852,0.0298,2.0532,2.0472,0,2,"basin",9.659,16.3783,"1979-83","NS"
1980,9,"LM",62.41080234,24.4309,14.619,0.0343,2.837,1.7159,0,1,"river",8.5906,5.8917,"1979-83","NS"
1980,9,"SR",59.8904180966667,21.573,14.1836666666667,0.0804,2.24953333333333,1.29866666666667,0,3,"river",9.45996666666667,1.7978,"1979-83","NS"
1980,10,"NH",71.93994712,76.8602,16.1607,0.0221,27.4769,0.1806,0,1,"basin",8.8685,6.4819,"1979-83","NS"
1980,10,"SH",70.424173625,26.7919,16.8646,0.0329,41.3906,0.0209,0,2,"basin",9.298,3.7248,"1979-83","NS"
1980,10,"WP",73.12795534,63.8719333333333,16.6479666666667,0.0327666666666667,15.9069,1.0989,1.068,3,"basin",8.3326,16.7803333333333,"1979-83","NS"
1980,11,"LM",69.810087855,49.7054,25.2673,0.0148,51.4149,2.0979,2.2057,2,"river",6.5345,12.8056,"1979-83","NS"
1980,11,"NH",70.28799993,94.9017,18.8108,0.0118,23.3325,1.5783,0.0149,1,"basin",8.5304,12.0439,"1979-83","NS"
1980,11,"SH",55.817859405,69.18585,20.7541,0.0434,49.0598,0.14705,0,2,"basin",8.621,3.8555,"1979-83","NS"
1980,11,"SR",55.808050855,67.1767,23.842,6e-04,35.1766,0.0499,0,2,"river",7.0592,16.3125,"1979-83","NS"
1980,11,"WP",74.729021675,67.7613,18.6013,0.0335,99.3289,1.7379,7.421,2,"basin",7.9723,21.6543,"1979-83","NS"
1980,12,"WP",80.65352216,81.4637,17.4434,0.0374,73.0868,0.637,11.3134,1,"basin",7.6074,26.8558,"1979-83","NS"
1981,1,"LM",73.187877415,62.3781,24.7175,0.01885,46.48595,1.62045,0.3149,2,"river",7.03445,20.4486,"1979-83","NS"
1981,1,"NH",64.48459733,142.3362,25.2364,0.0181,44.6702,0.3028,1.061,1,"basin",7.1334,22.1139,"1979-83","NS"
1981,1,"SH",78.90328177,129.545,24.5554,0.0434,233.2464,0.0286,0.1564,2,"basin",7.3394,13.0144,"1979-83","NS"
1981,1,"SR",26.84140977,137.2065,25.4561666666667,0.00413333333333333,40.1270666666667,0.136166666666667,0,3,"river",6.63366666666667,26.0660333333333,"1979-83","NS"
1981,1,"WP",60.45320566,97.619,22.1394,0.0597,39.9455,0.2711,12.8044,2,"basin",6.6552,29.701,"1979-83","NS"
1981,2,"WP",61.32339758,99.2748,20.5665,0.0504,44.206,0.0319,14.2326,1,"basin",5.8774,37.2048,"1979-83","NS"
1981,3,"LM",48.640216185,109.75245,18.7831,0.07915,67.58745,2.4133,3.82745,2,"river",6.9536,34.6634,"1979-83","NS"
1981,3,"NH",58.6410887,197.668,19.6828,0.0147,22.5107,0.2762,1.4255,1,"basin",7.2208,34.3432,"1979-83","NS"
1981,3,"SH",64.91091099,189.9551,19.2261,0.0265,112.3255,0.132,0.1669,2,"basin",7.5375,25.0899,"1979-83","NS"
1981,3,"SR",52.51500942,119.72905,18.92975,0.05915,31.1766,0.1111,0,2,"river",6.76905,41.4456,"1979-83","NS"
1981,3,"WP",62.8796546,129.2542,18.7956,0.0833,34.4557,0.1571,19.8118,2,"basin",5.9867,40.9605,"1979-83","NS"
1981,4,"WP",81.8197294,6.3467,21.4834,0.0554,2.3522,-0.0111,23.8177,1,"basin",4.5146,39.4012,"1979-83","NS"
1981,5,"LM",56.933631025,40.708,17.79925,0.0093,3.3237,1.0965,0.10695,2,"river",6.06455,35.7337,"1979-83","NS"
1981,5,"NH",46.57687991,37.6155,15.4182,0.0048,4.6734,0.0335,0,1,"basin",7.2296,41.7284,"1979-83","NS"
1981,5,"SH",27.083333335,37.1606,14.7994,0.0133,1.7286,1.1437,24.803,2,"basin",2.9476,42.1404,"1979-83","NS"
1981,5,"SR",44.17479457,43.1957,17.71285,0.0062,16.59135,-0.001,0,2,"river",6.8623,40.1589,"1979-83","NS"
1981,5,"WP",55.644728205,34.8312,14.9163,0.0038,0.3941,0.1006,0,2,"basin",7.0807,39.4708,"1979-83","NS"
1981,6,"WP",80.07436388,54.3989,10.8535,0.0148,1.3615,3.3692,0,1,"basin",9.0396,32.5543,"1979-83","NS"
1981,7,"LM",46.08502558,35.7008,11.113,0.0485,1.7477,7.4357,0,2,"river",8.7079,14.3072,"1979-83","NS"
1981,7,"NH",46.82270929,67.6702,10.8247,0.0214,3.8575,1.8215,0,1,"basin",8.9375,24.4706,"1979-83","NS"
1981,7,"SH",31.790123455,50.9486,11.7133,0.0275,1.9607,3.5388,9.3258,2,"basin",5.7595,17.7065,"1979-83","NS"
1981,7,"SR",27.27272727,29.1154,10.5345,0.0895,2.3914,4.8554,0,1,"river",9.5253,9.2189,"1979-83","NS"
1981,7,"WP",42.910212925,57.1742,10.6751,0.0179,1.1289,1.0369,0.0215,2,"basin",10.323,22.3379,"1979-83","NS"
1981,10,"WP",44.32006694,62.8754,19.4052,0.0117,11.4082,0.2391,0,1,"basin",8.7618,22.5122,"1979-83","NS"
1981,11,"LM",62.26915494,39.5126,20.2539,0.0144,2.6035,1.5929,0,1,"river",7.5314,11.7502,"1979-83","NS"
1981,11,"NH",62.8488502,84.4733,19.9215,0.1698,38.272,1.1116,0,1,"basin",7.5148,18.45,"1979-83","NS"
1981,11,"SH",73.13692826,60.2793,20.5266,0.0212,75.2624,0.0829,0,1,"basin",9.3966,14.0623,"1979-83","NS"
1981,11,"SR",53.77591644,50.0892,20.0679,0.0232,4.1927,0.8437,0,1,"river",8.3305,5.6138,"1979-83","NS"
1981,11,"WP",76.64041494,60.2064,20.5744,0.1467,36.959,1.9978,0.8465,2,"basin",4.099,28.7499,"1979-83","NS"
1981,12,"LM",58.17108191,54.2951,21.1573,0.0088,11.3325,0.3836,0,2,"river",7.6062,13.9958,"1979-83","NS"
1981,12,"NH",53.44158627,109.9902,20.8449,0.0482,233.3696,0.6546,0,1,"basin",7.4612,24.9316,"1979-83","NS"
1981,12,"SH",73.39468098,94.9551,22.2636,0.0458,548.4621,0.1208,0,1,"basin",6.8869,20.9156,"1979-83","NS"
1981,12,"SR",29.18790259,80.7435,20.7066,0.0145,19.4117,4e-04,0,1,"river",8.0521,10.1448,"1979-83","NS"
1981,12,"WP",62.846243825,81.6556,21.8683,0.0435,95.8265,0.6246,9.3634,2,"basin",7.3193,32.5755,"1979-83","NS"
1982,1,"LM",52.31960105,86.004,20.0104,0.0139,32.4871,1.7312,0,2,"river",7.2241,25.5459,"1979-83","NS"
1982,1,"NH",64.72847796,132.0124,18.1908,0.071,157.5072,0.897,0,1,"basin",4.2364,30.3288,"1979-83","NS"
1982,1,"SH",78.12384229,129.5798,17.0467,0.0318,404.3667,0.1256,0,1,"basin",7.1754,28.757,"1979-83","NS"
1982,1,"SR",49.28335699,105.5658,20.3598,8e-04,33.3799,0.0086,0,1,"river",7.233,31.4242,"1979-83","NS"
1982,1,"WP",63.86223967,86.5524,18.2445,0.1787,28.5776,0.3751,9.7571,2,"basin",5.8783,35.2656,"1979-83","NS"
1982,2,"LM",44.280429365,16.6087,24.1878,0.0439,58.3936,2.7832,2.5381,2,"river",6.7993,5.6476,"1979-83","NS"
1982,2,"NH",73.21976935,133.0359,24.5245,0.0078,29.1927,0.1436,0.0996,1,"basin",7.4404,19.3676,"1979-83","NS"
1982,2,"SH",67.04545455,101.0659,24.5974,0.0213,88.211,0.5842,0.0745,1,"basin",8.0116,12.0336,"1979-83","NS"
1982,2,"SR",50.96111851,114.7908,22.0314,0.0266,58.2479,0.0976,0,1,"river",7.7677,10.5604,"1979-83","NS"
1982,2,"WP",43.843680835,76.6163,24.6499,0.0455,141.0663,0.2335,20.7746,2,"basin",6.1173,21.6937,"1979-83","NS"
1982,3,"LM",56.80943579,59.0926,25.3044,0.0033,25.6799,3.4524,0.2919,2,"river",5.5293,17.815,"1979-83","NS"
1982,3,"NH",59.2223719,172.88165,21.73785,0.03535,27.8131,0.1688,0,2,"basin",9.5282,28.50995,"1979-83","NS"
1982,3,"SH",73.315927705,168.3226,22.4606,0.01135,59.828,0.23885,24.22155,2,"basin",11.22205,26.7279,"1979-83","NS"
1982,3,"SR",71.59404297,129.4071,25.2288,0.0206,20.4829,0.6399,0,1,"river",6.0815,15.4967,"1979-83","NS"
1982,3,"WP",51.1379654075,95.99865,22.5141,0.01205,10.1176,0.1414,0.2681,4,"basin",8.6065,34.13515,"1979-83","NS"
1982,4,"LM",55.862106605,0,22.0427,1.0647,9.6674,1.2546,0,2,"river",6.4578,35.6568,"1979-83","NS"
1982,4,"SR",62.4951955,0,21.6284,0.0388,2.7465,0.0477,0,1,"river",7.8123,36.3636,"1979-83","NS"
1982,5,"LM",60.513960605,33.4833,15.6378,0.0136,3.8129,2.541,0,2,"river",5.9217,35.8002,"1979-83","NS"
1982,5,"NH",48.96846328,34.6146,15.8414,0.005,5.4072,0.0139,0,1,"basin",7.3748,38.7355,"1979-83","NS"
1982,5,"SH",45.61637653,33.8364,15.602,0.0137,1.9738,1.3234,26.2422,1,"basin",2.9173,37.2395,"1979-83","NS"
1982,5,"SR",54.73457418,28.5824,15.1933,0.0099,1.3522,0.0368,0,1,"river",6.8743,37.5293,"1979-83","NS"
1982,5,"WP",71.4212183,32.3911,15.8456,0.0043,0.449,0.1909,0,2,"basin",6.9596,39.2536,"1979-83","NS"
1982,9,"LM",33.32109185,17.0756,15.7782,0.0391,2.2037,0.266,0,3,"river",8.1794,5.4607,"1979-83","NS"
1982,9,"NH",37.62583093,63.0364,16.579,0.0231,3.8801,0.2558,0,1,"basin",8.4052,6.5537,"1979-83","NS"
1982,9,"SH",59.91812839,22.0041,16.3628,0.071,2.6841,0.0611,0,1,"basin",8.4087,1.7175,"1979-83","NS"
1982,9,"SR",34.5642794,20.7891,15.5502,0.1086,2.0784,0.682,0,1,"river",8.8951,1.638,"1979-83","NS"
1982,9,"WP",40.812378335,55.7515,16.2974,0.0225,3.8693,1.1572,0,2,"basin",8.3728,13.8519,"1979-83","NS"
1982,10,"EP",68.062492205,57.9444,16.7528,0.048,19.1982,1.1681,0,4,"basin",8.6785,13.0593,"1979-83","NS"
1982,10,"LM",56.2044703625,12.8655,17.18735,0.05145,4.2558,0.0089,0,4,"river",8.2904,3.78865,"1979-83","NS"
1982,10,"NH",59.26908795,64.40235,15.71465,0.0608,31.6765,0.35895,0,2,"basin",6.328,11.4244,"1979-83","NS"
1982,10,"SH",49.126299065,19.86335,17.02235,0.0344,34.0064,0.0111,0,2,"basin",8.73285,3.75805,"1979-83","NS"
1982,10,"SR",62.64151133,21.9138,17.25005,0.0616,3.13555,0.00145,0,2,"river",8.7185,1.624,"1979-83","NS"
1982,10,"WP",65.057659484,63.69586,16.25016,0.02062,26.42812,0.2956,0.01372,5,"basin",6.21002,25.8248,"1979-83","NS"
1982,11,"LM",70.9280447033333,38.4243333333333,17.9255,0.0254,23.2691666666667,1.04076666666667,0.2169,3,"river",8.10726666666667,9.36906666666667,"1979-83","NS"
1982,11,"NH",54.87824098,84.4525,21.06165,0.2367,70.93,1.18435,0,2,"basin",3.25925,25.0926,"1979-83","NS"
1982,11,"SH",56.39774956,57.0231333333333,21.2728333333333,0.4424,189.4275,0.0518,12.7646,3,"basin",7.7989,13.1234666666667,"1979-83","NS"
1982,11,"SR",60.3028597,55.493,20.9323,0.02725,18.08395,1.3473,2.10205,2,"river",6.76585,7.10285,"1979-83","NS"
1982,11,"WP",59.3490187925,69.19445,21.76135,0.11985,74.1243,1.10005,0.23965,4,"basin",5.9268,28.2456,"1979-83","NS"
1982,12,"LM",59.5374132025,64.4378,21.08135,0.0056,9.9549,1.3876,0,4,"river",7.28805,17.14845,"1979-83","NS"
1982,12,"NH",57.5721826,108.1779,28.0419,0.1985,21.6479,0.7059,0,1,"basin",5.31,30.1333,"1979-83","NS"
1982,12,"SH",60.73151264,99.0784,29.4121,0.033,60.3661,0.2051,9.8028,1,"basin",7.8774,24.9599,"1979-83","NS"
1982,12,"SR",55.27684783,90.2106,20.98645,0.00685,16.9176,0.20315,0,2,"river",7.42775,20.0732,"1979-83","NS"
1982,12,"WP",51.114798815,78.4484,25.7149,0.1363,8.2381,0.6565,5.8654,2,"basin",2.5958,36.1522,"1979-83","NS"
1983,1,"LM",66.9482739,94.5467,26.405,0.0285,58.0283,0.7379,1.9845,1,"river",5.2146,27.9823,"1979-83","NS"
1983,1,"NH",42.38677979,131.2673,26.5272,0.0172,19.1631,0.7012,0.1082,1,"basin",7.1262,35.2422,"1979-83","NS"
1983,1,"SH",42.89461645,136.8869,27.1808,0.0377,287.2486,0.273,3.3297,1,"basin",6.2176,32.2617,"1979-83","NS"
1983,1,"SR",44.51933368,110.3001,25.8818,0.0142,56.7664,-0.0014,0.2252,1,"river",6.4708,33.8795,"1979-83","NS"
1983,1,"WP",53.396547255,86.4514,26.6445,0.0268,29.5823,0.2207,14.3313,2,"basin",7.9219,37.259,"1979-83","NS"
1983,2,"LM",52.05365544,87.984,22.3959,0.0313,64.8552,1.4252,2.3418,2,"river",6.4622,28.9109,"1979-83","NS"
1983,2,"NH",56.97011367,165.317,23.4918,0.0447,21.9477,0.1917,0.184,1,"basin",5.6388,37.5838,"1979-83","NS"
1983,2,"SH",25.762340385,152.3384,23.5781,0.0024,101.7299,0.0993,0.9522,2,"basin",7.8632,37.0753,"1979-83","NS"
1983,2,"SR",60.62709627,161.1472,22.2311,0.002,43.631,0.1143,0,1,"river",6.2419,39.8534,"1979-83","NS"
1983,2,"WP",53.30196431,116.3362,24.3881,0.1287,29.871,0.0547,15.005,2,"basin",4.8102,38.7021,"1979-83","NS"
1983,3,"LM",66.19860773,112.7361,19.6554,0.0405,64.3689,1.3541,2.7501,2,"river",6.9397,34.0101,"1979-83","NS"
1983,3,"NH",51.3344023733333,196.5776,21.3797666666667,0.0102333333333333,32.7727666666667,0.05,0.519033333333333,3,"basin",7.02423333333333,35.5325333333333,"1979-83","NS"
1983,3,"SH",55.29752618,198.1878,21.27145,0.0281,58.5098,0.2792,0.41785,2,"basin",7.02925,26.57295,"1979-83","NS"
1983,3,"SR",53.15186938,116.4948,19.5999,0.0429,62.4033,0.0678,0,1,"river",7.2695,40.5634,"1979-83","NS"
1983,3,"WP",69.1165276375,117.62595,21.35795,0.0602,48.9586,0.0516,20.3803,4,"basin",6.2662,40.92265,"1979-83","NS"
1983,4,"LM",62.5227875266667,118.548133333333,18.9254333333333,0.0612666666666667,44.4127666666667,2.77983333333333,4.58373333333333,3,"river",6.44693333333333,37.0740333333333,"1979-83","NS"
1983,4,"SR",70.01608657,121.0621,16.7294,0.021,36.6127,0.0627,0,1,"river",7.5622,40.8501,"1979-83","NS"
1996,4,"EP",66.7900951533333,20.4763,16.2562,0.0045,2.533,0.5371,8.3639,3,"basin",5.3412,40.2505,"1996-97","NS"
1996,4,"NH",68.9715670633333,17.4328,17.0606,0.0051,1.2208,0.2832,0,3,"basin",7.0068,40.2152,"1996-97","NS"
1996,4,"SH",58.1164501933333,20.3308,16.2624,0.0051,1.704,1.846,33.3555,3,"basin",2.1978,44.3386,"1996-97","NS"
1996,4,"WP",70.14154181,18.9061,16.7568,0.0048,1.7132,0.1663,1.5951,3,"basin",6.5144,39.2181,"1996-97","NS"
1996,5,"EP",57.4181345266667,40.6674,13.7883,0.0047,2.3155,0.4653,0.1907,3,"basin",6.5161,38.1806,"1996-97","NS"
1996,5,"NH",59.8562598866667,29.4242,14.0267,0.003,1.1146,0.6362,0,3,"basin",7.356,39.4275,"1996-97","NS"
1996,5,"SH",57.7473368666667,45.4901,13.2543,0.0126,1.9415,1.5587,19.4846,3,"basin",3.4327,41.1198,"1996-97","NS"
1996,5,"WP",57.3145833066667,35.6303,13.7309,0.0036,1.7609,0.167,0,3,"basin",7.073,38.3791,"1996-97","NS"
1996,7,"EP",62.23991137,13.1342,11.6602,0.096,2.3032,0.3727,0,3,"basin",9.8771,9.2747,"1996-97","NS"
1996,7,"NH",49.8673095833333,33.3322,12.2997,0.0922,1.5396,0.6504,0,3,"basin",9.2678,20.7867,"1996-97","NS"
1996,7,"SH",58.96397841,12.3416,11.9875,0.207,2.3748,0.0624,0,3,"basin",9.6395,3.9091,"1996-97","NS"
1996,7,"WP",57.45072068,21.5232,11.7561,0.08,2.0003,0.5176,0,3,"basin",9.6016,16.0574,"1996-97","NS"
1996,8,"EP",64.08085455,7.1974,12.8354,0.1548,2.9281,0.4107,0,3,"basin",9.1943,3.0021,"1996-97","NS"
1996,8,"NH",57.0179685166667,13.587,14.4928,0.0508,1.7402,6.5645,0,3,"basin",8.084,21.7209,"1996-97","NS"
1996,8,"SH",55.5392066866667,7.917,14.1021,0.3402,2.7262,0.796,0,3,"basin",9.1636,3.4584,"1996-97","NS"
1996,8,"WP",63.1325345566667,15.7288,13.8162,0.0465,2.0131,1.9976,0,3,"basin",9.0771,10.0094,"1996-97","NS"
1996,10,"EP",45.82780882,25.0014,18.0369,0.052,2.6512,0.8708,0,3,"basin",8.1402,12.5881,"1996-97","NS"
1996,10,"NH",55.8417545833333,16.6112,17.7427,0.0094,0.8189,2.3604,0,3,"basin",7.2797,28.5903,"1996-97","NS"
1996,10,"SH",46.9676032966667,20.0526,18.3062,2e-04,1.871,0.8555,0,3,"basin",7.7441,24.1158,"1996-97","NS"
1996,10,"WP",45.12519543,22.987,18.4439,0.0105,3.5976,1.8788,0,3,"basin",7.9511,24.6976,"1996-97","NS"
1996,11,"EP",56.5564183266667,33.8351,22.6617,0.0055,2.8976,1.384,23.0733,3,"basin",3.8097,24.9832,"1996-97","NS"
1996,11,"NH",53.69449769,24.2818,20.8989,0.0017,1.6445,0.8067,0,3,"basin",7.0208,31.5394,"1996-97","NS"
1996,11,"SH",50.8831434166667,35.1476,22.6913,0.0796,3.3126,0.9635,44.9225,3,"basin",2.0161,20.5159,"1996-97","NS"
1996,11,"WP",47.24200156,29.3889,21.5318,0.0041,1.4719,0.7685,8.6901,3,"basin",5.7326,28.109,"1996-97","NS"
1997,1,"EP",63.7622262466667,69.9684,23.4135,0.0787,107.9035,0.1615,19.8933,3,"basin",6.6036,38.4292,"1996-97","NS"
1997,1,"NH",59.2702977633333,50.3523,23.4878,0.0594,87.121,-0.0109,2.1011,3,"basin",6.8719,37.8954,"1996-97","NS"
1997,1,"SH",52.83768165,81.8368,23.3172,0.1001,145.6254,0.8618,15.1855,3,"basin",6.5427,35.6602,"1996-97","NS"
1997,1,"WP",58.4373625666667,47.9258,23.5564,0.0491,83.0266,0.0045,12.4836,3,"basin",6.8006,38.2922,"1996-97","NS"
1997,2,"EP",52.1305565233333,86.9867,20.5001,0.0915,30.2977,0.1558,22.4115,3,"basin",7.3013,45.1933,"1996-97","NS"
1997,2,"NH",52.8512768333333,63.9615,20.9812,0.0405,28.9779,0.1229,4.7818,3,"basin",7.3154,41.4215,"1996-97","NS"
1997,2,"SH",50.87359257,100.1475,20.2985,0.1043,36.1667,0.2824,20.141,3,"basin",6.8985,40.6413,"1996-97","NS"
